Timestamp,Source IP,Destination IP,Protocol
2025-06-15 17:50:51,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:51,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:51,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:51,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:52,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:52,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:52,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:52,104.208.16.92,192.168.29.92,TCP
2025-06-15 17:50:52,192.168.29.92,104.208.16.92,TCP
2025-06-15 17:50:52,192.168.29.92,224.0.0.22,OTHER
2025-06-15 17:51:24,192.168.1.2,192.168.1.10,TCP
2025-06-15 17:51:24,10.0.0.5,10.0.0.10,UDP
2025-06-15 17:51:24,8.8.8.8,192.168.1.1,ICMP
